snp	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
S353							R1b1a2a1a1a3b2a1a1		R1b1a2a1a1c2b1a1a1	R1b1a2a1a1c2b1a1a1	R1b1a1a2a1a1c2b1a1a1	R1b1a1a2a1a1c2b1a1a1
S354							R1b1a2a1a1b3a4					
S3543											O2a2b2	O2a2b2
S355							R1b1a2a1a1b1a	R1b1a2a1a2a1	R1b1a2a1a2a1	R1b1a2a1a2a1	R1b1a1a2a1a2a1	R1b1a1a2a1a2a1
S356							R1b1a2a1a1b1a1	R1b1a2a1a2a1a	R1b1a2a1a2a1a1	R1b1a2a1a2a1a1	R1b1a1a2a1a2a1a1	R1b1a1a2a1a2a1a1
S357											R1b1a1a2a1a2a1a1~	R1b1a1a2a1a2a1a1~
S3577											G2b1	G2b1
S358											R1b1a1a2a1a2a1a1a1~	R1b1a1a2a1a2a1a1a1~
S359											R1b1a1a2a1a2a5~	R1b1a1a2a1a2a5~
S3590											R1b1a1a2a1a1c2b2a1b1b	R1b1a1a2a1a1c2b2a1b1b
S3595									R1b1a2a1a1c2b2a1a2	R1b1a2a1a1c2b2a1a2	R1b1a1a2a1a1c2b2a1b1b1	R1b1a1a2a1a1c2b2a1b1b1
S360											R1b1a1a2a1a2a7~	R1b1a1a2a1a2a7~
S362											R1b1a1a2a1a2a1b1a1a~	R1b1a1a2a1a2a1b1a1a~
S364											R1b1a1a2a1a2b2b1~	R1b1a1a2a1a2b2b1~
S3654											R1b1a1a2a1a2c1d3~	
S3658											R1b1a1a2a1a2c1d3~	
S3662											R1b1a1a2a1a2c1d3~	
S3666									R1b1a2a1a2c1d	R1b1a2a1a2c1d	R1b1a1a2a1a2c1a2	R1b1a1a2a1a2c1a1b
S3673									I2a2a1b2c	I2a2a1b2c	I2a2a1b2c	I2a2a1b2c
S368							R1b1a2a1a1b2a1b	R1b1a2a1a2b1a2	R1b1a2a1a2b1a2	R1b1a2a1a2b1a2	R1b1a1a2a1a2b1a2	R1b1a1a2a1a2b1a2
S3689									R1b1a2a1a2c2a	R1b1a2a1a2c2a	R1b1a1a2a1a2c2a	R1b1a1a2a1a2c1b1
S369										R1b1a2a1a2b1c1a	R1b1a1a2a1a2b1c1a	R1b1a1a2a1a2b1c1a
S370										R1b1a2a1a2b1c1a1a1a	R1b1a1a2a1a2b1c1a1a1a	R1b1a1a2a1a2b1c1a1a1a
S371									R1b1a2a1a2b3c	R1b1a2a1a2b3c	R1b1a1a2a1a2b3c	R1b1a1a2a1a2b3c
S372											R1b1a1a2a1a2b1a~	R1b1a1a2a1a2b1a~
S3730											E1b1b1a1b2a4b1~	E1b1b1a1b2a4b1~
S375							R1b1a2a1a1a2a1	R1b1a2a1a1b1a	R1b1a2a1a1b1a	R1b1a2a1a1b1a	R1b1a1a2a1a1b1a	R1b1a1a2a1a1b1a
S376							R1b1a2a1a1a3a1	R1b1a2a1a1c1a	R1b1a2a1a1c1a	R1b1a2a1a1c1a	R1b1a1a2a1a1c1a	R1b1a1a2a1a1c1a
S378											R1b1a1a2a1a1c2b1b4e1a2c1	R1b1a1a2a1a1c2b1b4e1a2c1
S3787									R1b1a2a1a2c1g2a1a2	R1b1a2a1a2c1g2a1a2	R1b1a1a2a1a2c1e2a1a2	b1a1a2
S379									R1b1a2a1a1c2b2	R1b1a2a1a1c2b2	R1b1a1a2a1a1c2b2	R1b1a1a2a1a1c2b2
S380									R1b1a2a1a1c2b2b1a	R1b1a2a1a1c2b2b1a	R1b1a1a2a1a1c2b2b1a	R1b1a1a2a1a1c2b2b1a
S381										R1b1a2a1a1c2b2b1a1a1b2	R1b1a1a2a1a1c2b2b1a1a1b2	R1b1a1a2a1a1c2b2b1a1a1b2
S3817										G2a2b2a1a1a1	G2a2b2a1a1a1	G2a2b2a1a1a1
S383											R1b1a1a2a1a1c2b2a	R1b1a1a2a1a1c2b2a
S384									R1b1a2a1a1c2b2a1a1	R1b1a2a1a1c2b2a1a1	R1b1a1a2a1a1c2b2a1b1a	R1b1a1a2a1a1c2b2a1b1a
S3846												J1a2a~
S3848											R1b1a1a	R1b1a1a
S385							R1b1a2a1a1a3b2b1a1a1	R1b1a2a1a1c2b2a1a1a1	R1b1a2a1a1c2b2a1a1a1	R1b1a2a1a1c2b2a1a1a1	R1b1a1a2a1a1c2b2a1b1a1a	R1b1a1a2a1a1c2b2a1b1a1a
S387							R1b1a2a1a1a3b2b1a1b2a	R1b1a2a1a1c2b2a1a1b2a	R1b1a2a1a1c2b2a1a1b2a	R1b1a2a1a1c2b2a1a1b2a	R1b1a1a2a1a1c2b2a1b1a4b1	R1b1a1a2a1a1c2b2a1b1a4b1
S388							R1b1a2a1a1b3a9a		R1b1a2a1a2c1i1a	R1b1a2a1a2c1i1a	R1b1a1a2a1a2c1a4a1	R1b1a1a2a1a2c1a1d1a
S3885											R1b1a1a2a1a1c2b1b3b	R1b1a1a2a1a1c2b1b3b
S3886											R1b1a1a2a1a1c2b1b3b	R1b1a1a2a1a1c2b1b3b
S3894											R1b1a1a2a1a1c2b1b4	R1b1a1a2a1a1c2b1b4
S390							I2a2a3a		I2a2a1b2a	I2a2a1b2a	I2a2a1b2a	I2a2a1b2a
S391							I2a2a4a1		I2a2a1a2a1a1a	I2a2a1a2a1a1a1	I2a2a1a2a1a1a1	I2a2a1a2a1a1a1
S392							I2a1b3		I2a1b2	I2a1b2	I2a1b2	I2a1b2
S393							R1b1a2a1a1b3a10		R1b1a2a1a2c1j1	R1b1a2a1a2c1j1	R1b1a1a2a1a2c1a5a	R1b1a1a2a1a2c1a1e1
S3933									R1b1a2a1a1c2b2a1a1b2a1	R1b1a2a1a1c2b2a1a1b2a1	R1b1a1a2a1a1c2b2a1b1a4b1a	R1b1a1a2a1a1c2b2a1b1a4b1a
S394											R1b1a1a2a1a2c1a5a~	R1b1a1a2a1a2c1a1e1~
S396							J2a1					
S398							J2a2					J2a2
S3985												Q2a1c2~
S399							J2a1h2					J2a1h2
S4	R	R	R	R	R		R	R				R [K2b2a2], R
S4013											R1b1a1a2a1a1c2b2d	R1b1a1a2a1a1c2b2d
S4033^												J1
S4056											R1b1a1a2a1a1c2a1d2a3b	R1b1a1a2a1a1c2a1d2a3b
S4057											R1b1a1a2a1a1c2a1d2a3b1a	R1b1a1a2a1a1c2a1d2a3b1a
S4060											R1b1a1a2a1a1c2a1d2a2	R1b1a1a2a1a1c2a1d2a2
S4065											R1b1a1a2a1a1c2a1d2a2	R1b1a1a2a1a1c2a1d2a2
S4076											R1b1a1a2a1a1c2a1d2a3b1	R1b1a1a2a1a1c2a1d2a3b1
S4078											R1b1a1a2a1a1c2a1d2a3	R1b1a1a2a1a1c2a1d2a3
S4093											R1b1a1a2a1a1c2a1d2a3b	R1b1a1a2a1a1c2a1d2a3b
S4111											R1b1a1a2a1a1c2b2d	R1b1a1a2a1a1c2b2d
S4117											E1b1b1a1b2a3b~	E1b1b1a1b2a3b~
S42										R1b1a2a1a2b1c1b2a	R1b1a1a2a1a2b1c1b2a	R1b1a1a2a1a2b1c1b2a
S422											R1b1a1a2a1a2c1e1b1a1a~	R1b1a1a2a1a2c1a5a2a1a1a1~
S4228											R1b1	R1b1
S4229											R1b1a	R1b1a
S423									R1b1a2a1a2c1g1b1	R1b1a2a1a2c1g1b1	R1b1a1a2a1a2c1e1b1	R1b1a1a2a1a2c1a5a2a1
S424							R1b1a2a1a1b3a7d	R1b1a2a1a2c1g4	R1b1a2a1a2c1g1b1	R1b1a2a1a2c1g1b1	R1b1a1a2a1a2c1e1b1	R1b1a1a2a1a2c1a5a2a1
S4247.1											R1b1a1a2a1a2a7~	R1b1a1a2a1a2a7~
S4247.2											D1a1a2b~	D1a1a2b~
S425									R1b1a2a1a2c1g1b1a1	R1b1a2a1a2c1g1b1a1	R1b1a1a2a1a2c1e1b1a1	R1b1a1a2a1a2c1a5a2a1a1a
S426							R1b1a2a1a1b3a7d		R1b1a2a1a2c1g1b1	R1b1a2a1a2c1g1b1	R1b1a1a2a1a2c1e1b1	R1b1a1a2a1a2c1a5a2a1a
S426   (See Notes)								R1b1a2a1a2c1g4				
S427							R1b1a2a1a1b3a7d1	R1b1a2a1a2c1g4a	R1b1a2a1a2c1g1b1a	R1b1a2a1a2c1g1b1a	R1b1a1a2a1a2c1e1b1a	R1b1a1a2a1a2c1a5a2a1a1
S4298									R1b1a2a1a2e1	R1b1a2a1a2e1	R1b1a1a2a1a2e1	R1b1a1a2a1a2e1
S431							N1c1a1a1		N1c1a1a1a	N1c1a1a1a	N1c1a1a1a1a	
S432							Q1		Q1	Q1	Q1	
S433							I2a1a					
S434								I2a2a1c2a2a1a1	I2a2a1b2a2a1a1a1a	I2a2a1b2a2a1a1a1a1a1	I2a2a1b2a2a1a1a1a1a1	
S435									I2b	I2b	I2b~	I2b~
S435.2												Q1a1a
S4350											C2c1b5~	C2c1b5~
S436									I1a1b3b	I1a1b3b	I1a1b3b	
S437												I1a1b1a4a1a1b
S438							I1a		I1a	I1a	I1a	
S4387											G2a2b1d~	G2a2b1d~
S438^^												I1a
S439							I1a3a1	I1a2a1	I1a2a1	I1a2a1	I1a2a1	I1a2a1a1~
S4392												J1a2a1a2d2b2b2c4d2a2a1a1a1b~
S440								I1a2a1a	I1a2a1a	I1a2a1a	I1a2a1a	I1a2a1a1a
S441							R1a1a1b	R1a1a1b	R1a1a1b	R1a1a1b	R1a1a1b	R1a1a1b
S4415											R1b1a1a2a1a1c2b3~	R1b1a1a2a1a1c2b3~
S443							R1a1a1b1a3	R1a1a1b1a3	R1a1a1b1a3	R1a1a1b1a3	R1a1a1b1a3	R1a1a1b1a3
S4442									R1a1a1b1a3a1c			
S446							R1a1a1b1a2d	R1a1a1b1a2a	R1a1a1b1a2a	R1a1a1b1a2a	R1a1a1b1a2a	R1a1a1b1a2a
S450											R1b1a1a2a1a2a1a1~	R1b1a1a2a1a2a1a1~
S453											R1b1a1a2a1a2a7~	R1b1a1a2a1a2a7~
S455								R1b1a2a1a2a1c	R1b1a2a1a2a1a2	R1b1a2a1a2a1a2	R1b1a1a2a1a2a1a2	R1b1a1a2a1a2a1a2
S4554									R1a1a1b1a1b1	R1a1a1b1a1b1	R1a1a1b1a1b1	R1a1a1b1a1b1
S4556											R1b1a1a2a1a2c1a1a1a1a1a1b2d1	I2a2b1b4a1, R1b1a1a2a1a2c1a1a1a1a1a1a2b4a
S457											R1b1a1a2a1a2a1b1a1~	R1b1a1a2a1a2a1b1a1~
S4576									R1a1a1b2a2b	R1a1a1b2a2b	R1a1a1b2a2b	R1a1a1b2a2b
S4589												I1a2a2a3a2~
S460									R1b1a2a1a2a1b1	R1b1a2a1a2a1b1	R1b1a1a2a1a2a1b1	R1b1a1a2a1a2a1b1
S461									R1b1a2a1a2c	R1b1a2a1a2c	R1b1a1a2a1a2c	R1b1a1a2a1a2c
S463							R1b1a2a1a1b3a9a1					
S465.2									R1b1a2a1a2c1b3a			
S4650												I1b2~
S4651												I1b2~
S4654												I1b2~
S466							R1a1a1b1a2	R1a1a1b1a2	R1a1a1b1a2	R1a1a1b1a2	R1a1a1b1a2	R1a1a1b1a2
S4661												I1b3~
S4662												I1b3~
S4664												I1b3~
S4669												I1a2b1a~
S4670												I1a2b1a~
S4671												I1a2b1a~
S4672												I1a2b1a~
S4673												I1a2b1a~
S4674												I1a2b1a~
S4675												I1a2b1a~
S468							R1a1a1b1a2b		R1a1a1b1a2b3a	R1a1a1b1a2b3a	R1a1a1b1a2b3a	R1a1a1b1a2b3a
S4681												I1a2a2a3a1~
S4682												I1a2a2a3a1~
S4685												I1a2a2a3a1~
S469										R1b1a2a1a2c1b	R1b1a1a2a1a2c1b	
S4690												I1a2a2a3a2~
S4698									I1a2a1a1b	I1a2a1a1b	I1a2a1a1b	I1a2a1a1a1b
S4699												I1a2a1a1a1b, I1a2a1a1a1b1a1a
S47							R1b1a2a1a1b2c2	R1b1a2a1a2b3b	R1b1a2a1a2b3b	R1b1a2a1a2b3b	R1b1a1a2a1a2b3b	R1b1a1a2a1a2b3b
S470									R1b1a2a1a2c1j	R1b1a2a1a2c1j	R1b1a1a2a1a2c1a5	R1b1a1a2a1a2c1a1e
S4701												I1a2a1a1a1b1~
S4703												I1a2a1a1a1b1~
S4704												I1a2a1a1a1b1a1a
S4706												I1a2a1a1a1b1~
S471											R1b1a1a2a1a2c~	R1b1a1a2a1a2c1~
S4711												I1a2a1a1a1b1a
S4712												I1a2a1a1a1b1~
S4713											I1a2a1e~	I1a2a1a1d
S4714												I1a2a1a1d2~
S4715												I1a2a1a1d2a
S4720												I1a3b3~
S4726												I1a3b3~
S4728												I1a3b3~
S4729												I1a3b3a~
S4730												I1a3b3~
S4731												I1a3b3~
S4733												I1a3b3~
S4736										I1a3a2b		
S474							R1b1a2a1a1b3a1		R1b1a2a1a2c1a	R1b1a2a1a2c1a	R1b1a1a2a1a2c1a1	R1b1a1a2a1a2c1a1a
S4741												I1a1b1c1a1a~
S4742												I1a1b1c1a1a~
S4743												I1a1b1c1a1a1~
S4744												I1a1b1c~
S4745												I1a1b1a4a1a1d~
S4748												I1a1b1a4a2b1
S4749												I1a1b1a4a2b1
S4759												I1a1a1a~
S476									R1b1a2a1a2c1a1a	R1b1a2a1a2c1a1a	R1b1a1a2a1a2c1a1a1	R1b1a1a2a1a2c1a1a1a
S4760												I1a1a1a1b1b~
S4762												I1a1a1a~
S4763												I1a1a1a~
S4767												I1a1a1~
S4770												I1a1a1a1~
S4774												I1a1a1a1b1~
S479											R1b1a1a2a1a2b2b1~	R1b1a1a2a1a2b2b1~
S4795												I1a1a~
S482											R1b1a1a2a1a2b4~	R1b1a1a2a1a2b4~
S483							R1b1a2a1a1b2c3		R1b1a2a1a2b3c	R1b1a2a1a2b3c	R1b1a1a2a1a2b3c	R1b1a1a2a1a2b3c
S484											R1b1a1a2a1a2b4~	R1b1a1a2a1a2b4~
S4843										G2a2b2a1a1c2b	G2a2b2a1a1c2b	G2a2b2a1a1c2b
S487									R1b1a2a1a2b1a2a	R1b1a2a1a2b1a2a	R1b1a1a2a1a2b1a2a	R1b1a1a2a1a2b1a2a
S489										R1b1a2a1a2b1c1a1a1	R1b1a1a2a1a2b1c1a1a1	R1b1a1a2a1a2b1c1a1a1
S4893												I2a2a1a2a~
S4895												I2a2a1a2~
S4896												I2a2a1a2a~
S4897												I2a2a1a2a~
S490										R1b1a2a1a2b1c1a1a1a	R1b1a1a2a1a2b1c1a1a1a	R1b1a1a2a1a2b1c1a1a1a
S4901												I2a2a1b2a1b1b1~
S4908												I2a2a1b2a1b1a1a1a1a1c~
S4923												J1a2a1a2c1~
S4924												J1a2a1a2c~
S4925												J1a2a1a2c1a~
S4926												J1a2a1a2c1a~
S4927												J1a2a1a2c~
S493							R1b1a2a1a1a2	R1b1a2a1a1b	R1b1a2a1a1b	R1b1a2a1a1b	R1b1a1a2a1a1b	R1b1a1a2a1a1b
S4931												J1a2a1a2~
S4932												J1a2a1a2c1a~
S4935												J1a2a1a2c1a~
S4940												J1a2a1a2c1a~
S4941												J1a2a1a2c1a~
S4944												J1a2a1a2c1a1a1~
S4950												J1a2a1a2c1~
S4951												J1a2a1a2c1a~
S4953												J1a2a~
S4956												J1a2a1a2c1a~
S4960												J1a2a1a2c1a~
S4966												J1a2a1a2c1a~
S4968									J	J	J	J
S4969											R1b1a1a2	R1b1a1a2
S497									R1b1a2a1a1c1a	R1b1a2a1a1c1a	R1b1a1a2a1a1c1a	R1b1a1a2a1a1c1a
S4972									J1a2b3a			J1a2a1a2c1a
S498									R1b1a2a1a1c1a	R1b1a2a1a1c1a	R1b1a1a2a1a1c1a	R1b1a1a2a1a1c1a
S4981												J1a2a1a~
S4985												J1a2a1a2c1a~
S499									R1b1a2a1a1c2	R1b1a2a1a1c2	R1b1a1a2a1a1c2	R1b1a1a2a1a1c2
S4998												J1a2a1a2c1a~
S500											R1b1a1a2a1a1c2f~	R1b1a1a2a1a1c2f~
S5004												J1a2a~
S5006												J1
S5014												J1a2a1a2c1~
S502							R1b1a2a1a1a3b2a1a1					
S5025												R1b1a2
S504									R1b1a2a1a1c2b2	R1b1a2a1a1c2b2	R1b1a1a2a1a1c2b2	R1b1a1a2a1a1c2b2
S505								R1b1a2a1a1c2b2b1	R1b1a2a1a1c2b2b1	R1b1a2a1a1c2b2b1	R1b1a1a2a1a1c2b2b1	R1b1a1a2a1a1c2b2b1
S506											R1b1a1a2a1a1c2b2b1a3~	R1b1a1a2a1a1c2b2b1a3~
S508										R1b1a2a1a1c2b2b1a1a1b2b	R1b1a1a2a1a1c2b2b1a1a1b2b	R1b1a1a2a1a1c2b2b1a1a1b2b
S509									R1b1a2a1a1c2b2a1a	R1b1a2a1a1c2b2a1a	R1b1a1a2a1a1c2b2a1b1	R1b1a1a2a1a1c2b2a1b1
S51												J2a1b
S511									R1b1a2a1a1c2b2a1	R1b1a2a1a1c2b2a1	R1b1a1a2a1a1c2b2a1b	R1b1a1a2a1a1c2b2a1b
S512							R1b1a2a1a1a3b2b1a1b2	R1b1a2a1a1c2b2a1a1b2	R1b1a2a1a1c2b2a1a1b2	R1b1a2a1a1c2b2a1a1b2	R1b1a1a2a1a1c2b2a1b1a4b	R1b1a1a2a1a1c2b2a1b1a4b
S5130												I2a1
S514								R1b1a2a1a1c2b2a1a1b1	R1b1a2a1a1c2b2a1a1b1	R1b1a2a1a1c2b2a1a1b1	R1b1a1a2a1a1c2b2a1b1a4a	R1b1a1a2a1a1c2b2a1b1a4a
S5140												I2a1
S515							R1b1a2a1a1a3b2b1a1	R1b1a2a1a1c2b2a1a1	R1b1a2a1a1c2b2a1a1	R1b1a2a1a1c2b2a1a1	R1b1a1a2a1a1c2b2a1b1a	R1b1a1a2a1a1c2b2a1b1a
S516									R1b1a2a1a1c2b2a1a1	R1b1a2a1a1c2b2a1a1	R1b1a1a2a1a1c2b2a1b1a	R1b1a1a2a1a1c2b2a1b1a
S517									R1b1a2a1a1c2b2a1a1	R1b1a2a1a1c2b2a1a1	R1b1a1a2a1a1c2b2a1b1a	R1b1a1a2a1a1c2b2a1b1a
S5191										R1b1a2a1a2c1b	R1b1a1a2a1a2c1b	
S5194										R1b1a2a1a2c1b	R1b1a1a2a1a2c1b	
S5196									R1b1a2a1a2c1b	R1b1a2a1a2c1b	R1b1a1a2a1a2c1b	
S5199											R1b1a1a2a1a2c1e2	R1b1a1a2a1a2c1a5b1
S5201									R1b1a2a1a2c1g2	R1b1a2a1a2c1g2	R1b1a1a2a1a2c1e2	R1b1a1a2a1a2c1a5b1
S521							R1b1a2a1a1b3a		R1b1a2a1a2c1	R1b1a2a1a2c1	R1b1a1a2a1a2c1	
S522							R1b1a2a1a1b3b		R1b1a2a1a2c2	R1b1a2a1a2c2	R1b1a1a2a1a2c2	R1b1a1a2a1a2c1b
S5239									R1b1a2a1a1c2b2a1a1b2b1	R1b1a2a1a1c2b2a1a1b2b1	R1b1a1a2a1a1c2b2a1b1a4b2a	R1b1a1a2a1a1c2b2a1b1a4b2a
S524							R1b1a2a1a1b3a9			R1b1a2a1a2c1i	R1b1a1a2a1a2c1a4	R1b1a1a2a1a2c1a1d
S5245											R1b1a1a2a1a1c2b2a1b1a4b2a2	R1b1a1a2a1a1c2b2a1b1a4b2a2
S5246											R1b1a1a2a1a1c2b2a1b1a4b2a2c1	R1b1a1a2a1a1c2b2a1b1a4b2a2c1
S5257									R1b1a2a1a2c1k1a	R1b1a2a1a2c1k1a		
S5264									R1b1a2a1a2c1k	R1b1a2a1a2c1k	R1b1a1a2a1a2c1a6	R1b1a1a2a1a2c1a1f
S5280									R1b1a2a1a2c1k	R1b1a2a1a2c1k	R1b1a1a2a1a2c1a6	R1b1a1a2a1a2c1a1f
S5284									R1b1a2a1a2c1k	R1b1a2a1a2c1k	R1b1a1a2a1a2c1a6	R1b1a1a2a1a2c1a1f
S5285									R1b1a2a1a2c1k	R1b1a2a1a2c1k	R1b1a1a2a1a2c1a6	R1b1a1a2a1a2c1a1f
S530								R1b1a2a1a2c1k	R1b1a2a1a2c1k	R1b1a2a1a2c1k	R1b1a1a2a1a2c1a6	R1b1a1a2a1a2c1a1f
S5312									I2a1a1a1a	I2a1a1a1a	I2a1a1a1a	
S5326												I2a1a1a~
S5429												I2a1a1~
S5431												I2a1a1~
S5456									R1b1a2a1a2c1g4	R1b1a2a1a2c1g4	R1b1a1a2a1a2c1e4	R1b1a1a2a1a2c1a5a2b1
S5459												R1b1a1a2a1a2c1a5a2b
S5488									R1b1a2a1a2c1g3	R1b1a2a1a2c1g3	R1b1a1a2a1a2c1e3	R1b1a1a2a1a2c1a5c
S5490										R1b1a2a1a2b1c2a1		
S5520									R1b1a2a1a1c1b	R1b1a2a1a1c1b	R1b1a1a2a1a1c1b	R1b1a1a2a1a1c1b
S5556										R1b1a2a1a1c1b1	R1b1a1a2a1a1c1b1	R1b1a1a2a1a1c1b1
S5619												I1a2b4~
S5627											R1b1a1a2a1a1c2b2a1b1a4b2a2c	R1b1a1a2a1a1c2b2a1b1a4b2a2c
S5628									R1b1a2a1a1c2b2a1a1b2b	R1b1a2a1a1c2b2a1a1b2b	R1b1a1a2a1a1c2b2a1b1a4b2	R1b1a1a2a1a1c2b2a1b1a4b2
S566										R1b1a2a1a2c1a1a1a1c1	R1b1a1a2a1a2c1a1a1a1a3a	R1b1a1a2a1a2c1a1a1a1a1c1
S5668										R1b1a2a1a2c1b1	R1b1a1a2a1a2c1b1	a
S568										R1b1a2a1a2c1a1a1a1c	R1b1a1a2a1a2c1a1a1a1a3	R1b1a1a2a1a2c1a1a1a1a1c
S57			J2a1									J2a1
S57 not certain)			J2a1i, J2a1j									
S5741									R1b1a2a1a1b1a1a	R1b1a2a1a1b1a1a	R1b1a1a2a1a1b1a1a	R1b1a1a2a1a1b1a1a
S5748												B2~
S5757									R1b1a2a1a1b1a1a			
S5810												I2a2
S5817												I2a2a1b2a~
S5818												I2a2
S5874												I2a2a1b2a~
S5875												I2a2
S5878												I2a2
S588										R1b1a2a1a2c1a1a1a1a1a2	R1b1a1a2a1a2c1a1a1a1a1a1b	R1b1a1a2a1a2c1a1a1a1a1a1a2
S590											R1b1a1a2a1a2c1a1a1a1a1a1b2d	R1b1a1a2a1a2c1a1a1a1a1a1a2b4
S592											R1b1a1a2a1a2c1a1a1a1a1a1b2d1a~	R1b1a1a2a1a2c1a1a1a1a1a1a2b4a1~
S595											R1b1a1a2a1a2c1a1a1a1a1a1b2d1	R1b1a1a2a1a2c1a1a1a1a1a1a2b4a
S597											R1b1a1a2a1a2c1a1a1a1a1a1b2d1a~	R1b1a1a2a1a2c1a1a1a1a1a1a2b4a1~
S5979										R1b1a2a1a2c1b1b1	R1b1a1a2a1a2c1b1b1	a2a
S598											R1b1a1a2a1a2c1a1a1a1a1a1b2d1a~	R1b1a1a2a1a2c1a1a1a1a1a1a2b4a1~
S5982										R1b1a2a1a2c1b1b1a	R1b1a1a2a1a2c1b1b1a	a2a1
S5990										R1b1a2a1a2c1b1b1a	R1b1a1a2a1a2c1b1b1a	a2a1
S5992										R1b1a2a1a2c1b1b1a	R1b1a1a2a1a2c1b1b1a	a2a1
S6	J	J	J	J	J		J	J				
S6000										R1b1a2a1a2c1g3a2	R1b1a1a2a1a2c1e3a2	R1b1a1a2a1a2c1a5c1b1a
S6003^^												R1b1a1a2a1a2c1a5c1b
S6018												R1b1a1a2a1a2c1a5c1b1a
S6019												R1b1a1a2a1a2c1a5c1b1a
S6024												R1b1a1a2a1a2c1a5c1b1a
S603										R1b1a2a1a2c1a1a1a1a1a2b	R1b1a1a2a1a2c1a1a1a1a1a1b2	R1b1a1a2a1a2c1a1a1a1a1a1a2b
S6040												I2a1a1a1a1f~
S6075												I2a1a1~, I2a1a1c~
S6104												I2a1a1a~
S6154									R1b1a2a1a2c1a1	R1b1a2a1a2c1a1	R1b1a1a2a1a2c1a1a	R1b1a1a2a1a2c1a1a1
S6166												R1b1a1a2a1a2c1a5a2b
S6168												b1a1c1
S6185												R1b1a1a2a1a2c1a5, b1a1c1a
S6189												R1b1a1a2a1a2c1a5b1a1c
S6191												b1a1c1
S62		I1a	I1	I1								I1
S6233												I2a1a1c~
S6270												I1a2b3a2~
S6276											E1b1a1a1a2a1a3a1a	E1b1a1a1a2a1a3a1a
S6277												I1a2b3a~
S63		I1a	I1	I1	I1							I1
S6365										R1b1a2a1a2c1b2	R1b1a1a2a1a2c1b2	R1b1a1a2a1a2c1a2b
S637											R1b1a1a2a1a2c1a1a1a1a~	R1b1a1a2a1a2c1a1a1a1a1~
S6375											R1b1a1a2a1a2c1e2	R1b1a1a2a1a2c1a5b1
S6397									HIJK			
S64		I1a	I1	I1								I1
S640											R1b1a1a2a1a2c1a1a1a1a~	R1b1a1a2a1a2c1a1a1a1a1~
S6402												I1a2b3a2a1a~
S641											R1b1a1a2a1a2c1a1a1a1a~	R1b1a1a2a1a2c1a1a1a1a1~
S6437												I1a1b1c1b~
S6443												I1a1b1c1b~
S6459												I2a2a1b2a~
S6469												I2a2
S6480												I2a2a1b2a1b4~
S6489												I2a2a1b2a1b4~
S6493											H3a2a1b~, H3a2a2	H3a2a1b~, H3a2a2
S6493.2												I2a2a1b2a1b4~
S6494												I2a2a1b2a1b4~
S6498												I2a2a1b2a~
S65		I1a	I1	I1								I1
S651											R1b1a1a2a1a2c1a1a1a1a~	R1b1a1a2a1a2c1a1a1a1a1~
S6517												I2a2a1b~
S6520												I2a2a~
S6528												I2a2
S653											R1b1a1a2a1a2c1a1a1a1a~	R1b1a1a2a1a2c1a1a1a1a1~
S658									R1b1a2a1a2c1a1a1a1a	R1b1a2a1a2c1a1a1a1a	R1b1a1a2a1a2c1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a
S659										R1b1a2a1a2c1a1a1a1a1a		
S6595												I2c1a2a
S6596												I2c1a2
S66		I1a	I1	I1	I1							I1
S660										R1b1a2a1a2c1a1a1a1a1a	R1b1a1a2a1a2c1a1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a1a
S6601										I2c	I2c	I2c
S6603												I2c
S661										R1b1a2a1a2c1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a	
S6610										I2c	I2c	I2c
S661^^												R1b1a1a2a1a2c1a1a1a1a1a1
S6622												I2c1a2
S6625										I2c1a2a1a	I2c1a2a1a	I2c1a2a2a1
S6631										I2c	I2c	I2c
S6635												I2c1
S6655												I2c
S6656												I2c1a2a2a
S6658												I2c
S6659										I2c	I2c	I2c
S6661												I2c1
S6669												I2c
S6673											I2c~	
S668											R1b1a1a2a1a2c1a1a1a1a1a1a1a	R1b1a1a2a1a2c1a1a1a1a1a1a1a1
S6687										I2c1a2	I2c1a2	I2c1~
S6694										I2c	I2c	I2c
S6701												I2c1
S6728										I2c	I2c	I2c
S6729												I2c
S673											R1b1a1a2a1a2c1a1a1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a1a1a
S6741										I2c1a2	I2c1a2	I2c1a2a
S675								R1b1a2a1a2c1a1a1a	R1b1a2a1a2c1a1a1a1a1	R1b1a2a1a2c1a1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a1a	R1b1a1a2a1a2c1a1a1a1a1a1a1
S68		R1b1c11	R1b1b2a1b5	R1b1b2a1a2e					R1b1a2a1a2a1b2	R1b1a2a1a2a1b2	R1b1a1a2a1a2a1b2	R1b1a1a2a1a2a1b2
S6800												I2c2a1, I2c2a1a~
S686									R1b1a2a1a2c1f2			
S6881											R1b1a1a2a1a1c2b2a1b1a4b1c1	R1b1a1a2a1a1c2b2a1b1a4b1c1
S6898											R1b1a1a2a1a1c2b2a1b1b1a5a	R1b1a1a2a1a1c2b2a1b1b1a5a
